compañia,pasajeros,duracion,distancia,direccion,hora,dia
2,6,801,0.9634812365607732,-75.77549017102321,20,Sabado
1,1,219,0.5963229183022315,28.794534295244432,14,Jueves
1,1,610,1.6403472271006108,-105.79468643888687,21,Jueves
2,1,223,2.0203803542371253,47.18171339871499,1,Martes
1,2,584,1.5325096092299264,37.893677402336,18,Viernes
1,2,291,1.2435020448424272,22.108105458887852,15,Miercoles
1,2,355,0.34496884063726585,168.17095880080709,20,Sabado
1,1,489,1.832919903936827,147.19108552814942,15,Lunes
1,1,725,2.4818175501037625,-166.48655847641803,13,Domingo
2,5,200,0.08068945561851018,126.44309968055016,23,Miercoles
1,1,807,2.9527862873588235,-19.56900567572959,9,Miercoles
1,1,727,1.792146153398304,-115.41988731145037,18,Viernes
2,2,415,1.2359229153300877,-12.557289757961845,11,Jueves
2,1,764,2.2112950080583187,147.41895260755288,8,Sabado
2,6,112,0.4379428870766782,99.86962472347159,20,Domingo
2,2,787,4.928061556846412,18.704348599615926,0,Martes
2,1,607,2.375685948387108,171.14578239971522,17,Lunes
1,1,249,1.2320291423161822,-18.149359209350752,6,Miercoles
2,5,641,1.5059074715546807,-103.13312274808615,17,Martes
2,2,463,1.445890140262394,-164.76888558472194,8,Miercoles
2,5,903,0.3172932986201485,-0.4641498017528389,11,Miercoles
1,1,790,1.4288120300977876,53.741252985791576,11,Martes
1,1,571,2.7079305805738723,46.70788733330328,22,Miercoles
1,1,461,0.5893916646153325,-50.54265638840489,11,Jueves
1,1,365,1.3614972171429178,-175.53176201361958,18,Martes
2,5,634,4.450918442286293,29.05338064375864,21,Sabado
2,5,810,1.8151453080144853,65.44313406954176,11,Sabado
2,1,483,1.5922900499620285,122.51391517318588,14,Domingo
2,2,442,2.044475485021331,28.887319189377948,19,Lunes
2,2,210,0.9562988552864096,-130.99452845252728,12,Sabado
2,1,919,3.9259719353450087,10.980789557987725,21,Lunes
1,1,426,1.5346795719502495,-52.04521290285465,11,Viernes
1,2,677,1.8470801980112341,29.30850460765421,18,Jueves
1,1,669,2.057440134915608,-164.32014533882554,8,Martes
1,1,138,0.9809620152797536,-135.2332572727962,21,Domingo
1,1,739,1.6726431360637946,-170.3066415924254,10,Jueves
1,1,763,1.945032438115192,-155.29932274544328,9,Viernes
2,4,684,1.8572995423983891,105.80380679150434,20,Jueves
1,1,927,1.5959269584091709,-166.4679396689592,19,Miercoles
1,1,970,3.2770444292956213,33.87187355433116,0,Sabado
1,3,666,1.2857387598888843,105.92642196733937,17,Viernes
2,4,649,1.3879070662685535,80.99213514986198,17,Viernes
2,1,625,3.759660710840038,13.456901497879507,4,Domingo
2,2,308,2.4439766094437556,35.57496299925759,7,Domingo
2,5,746,2.152276431249628,-147.52930594514098,8,Lunes
2,1,836,3.356340329631,-179.27595446218388,7,Martes
1,1,836,2.8247111537039995,30.08264282101408,13,Miercoles
1,1,627,2.5091834714372463,55.815053064934176,7,Jueves
1,1,353,1.4342522186640148,28.586782570834174,19,Miercoles
2,1,742,2.8655098954886147,-134.95793329428574,14,Miercoles
1,1,383,2.295704925879844,28.98665018913313,1,Sabado
1,1,379,0.6624522070603099,103.55102647811123,23,Sabado
2,1,356,1.3406408461566852,-7.574658572355328,20,Lunes
2,2,303,1.5277061228048765,-150.1542208273508,7,Viernes
1,1,314,1.2029983420806702,24.92001495908371,19,Miercoles
2,1,635,1.7649923234639802,-149.9544076480734,10,Lunes
1,1,787,2.519652466539988,-5.771838530913786,14,Sabado
1,1,677,4.549238385338223,74.8325494154236,3,Lunes
1,1,519,1.4787897657824651,-125.54603861693363,16,Sabado
1,1,569,1.2311637376925932,-60.478941000402315,15,Sabado
1,1,939,3.4941632803574554,46.39764665106343,21,Miercoles
2,1,688,2.2422843967669097,-146.14121433172016,23,Martes
1,1,338,1.4840826020616154,-72.70206028462658,20,Martes
2,2,951,3.707352124469089,-132.58055158717443,0,Viernes
1,1,434,1.0077346804317435,174.54643197530572,18,Sabado
2,4,495,0.9233590582969188,69.19691965527502,19,Jueves
1,1,861,7.1773780503398745,82.72371594756859,6,Martes
2,1,600,0.0,0.0,7,Sabado
1,1,233,1.060353991631212,42.43097309316279,20,Lunes
1,2,470,2.3714370299215286,130.92746413286824,21,Sabado
1,1,917,5.556151190917752,-144.12087024217502,12,Domingo
1,1,302,1.6086753155134863,13.862187383326802,7,Viernes
2,1,248,1.1145861452770074,-156.7335122470819,9,Sabado
2,1,331,0.5625729838535833,-92.5907403870334,7,Jueves
2,1,474,1.270123249520961,-136.3019205707473,8,Viernes
1,1,565,1.0628729223793472,-43.81514582468835,14,Viernes
1,3,480,1.7060035163707772,-131.9337974667371,23,Domingo
2,1,764,1.2402792835694787,-44.539392003359964,8,Miercoles
2,1,940,5.216386033507291,144.73971731835638,23,Martes
1,2,254,0.3446224441510351,-156.1362465087636,15,Viernes
1,1,682,2.6807060288474682,99.5350696636143,22,Lunes
2,2,599,2.4598150515703634,-156.9947388713196,17,Sabado
2,6,443,0.919713869261073,33.116272176660374,19,Viernes
2,1,158,0.8111130659006237,30.119568311173328,3,Martes
1,1,974,4.97360893438349,138.69581414546823,22,Lunes
2,1,168,0.40636781793940746,-107.30533111950209,11,Jueves
2,1,860,1.6421651243395825,123.35659092615477,6,Viernes
2,1,445,2.9675654317741214,31.746110749751647,7,Miercoles
2,1,712,3.1649008153759097,33.89285808489935,21,Jueves
2,1,151,0.7871045570295409,3.040750002769372,19,Jueves
2,1,750,2.705751488945761,-95.54925586376943,9,Viernes
2,5,130,0.3973506980009051,-92.32331858899015,17,Domingo
1,3,603,2.1951059122378607,179.96640759309892,22,Sabado
2,1,587,2.9105230725497617,132.84797230098286,3,Domingo
2,1,840,1.4833534035645928,-133.10859263717217,17,Martes
2,1,200,0.7162979504364324,-4.26873992351385,16,Lunes
2,1,820,2.1278329123699002,-132.94434557810766,10,Sabado
2,4,923,1.999691537411308,-177.55002819563296,15,Martes
1,3,736,1.317329227942315,-128.01904598683907,20,Lunes
1,1,731,2.8149030401900763,-6.538691303575544,0,Sabado
2,1,288,1.6723437828679222,117.46999009501272,1,Miercoles
1,1,992,6.285035297998934,29.078291111263393,19,Domingo
2,1,231,0.7786887918818484,18.78282307499921,23,Viernes
2,2,987,3.1639464565265474,179.03404879997487,8,Miercoles
2,1,753,4.670062092387238,23.330536809593703,20,Viernes
2,1,287,2.384855953598509,5.954045359800973,5,Jueves
2,1,324,1.219394259472169,-46.13398926883642,7,Lunes
1,1,366,0.7282768129058917,-82.70259958680181,7,Miercoles
1,1,230,1.5210110297522892,100.43796382974053,21,Jueves
1,1,737,2.3514919498546667,-151.32531945120692,14,Martes
1,1,142,0.7009035535231066,30.88915128429433,21,Viernes
2,1,746,1.3690435594902837,146.1320253524151,11,Viernes
2,1,868,2.4819166998091453,-12.29116350079635,15,Martes
2,4,516,1.4698124144909497,-173.82375789157416,19,Miercoles
1,1,248,1.023290539912491,-11.257915285679235,11,Domingo
2,1,978,7.25875066743358,26.53005014316903,4,Domingo
1,1,225,2.8795881899374733,29.297974601205844,4,Lunes
1,1,724,1.259389144565738,-147.67538340783233,15,Jueves
1,2,463,0.7588194184721266,-101.31233722350872,20,Miercoles
2,2,453,1.023419837438486,35.833319357661,14,Sabado
2,1,859,2.7305812135027523,-139.96094956901555,19,Jueves
1,1,831,1.3381090614554436,64.45702173304312,9,Miercoles
2,1,427,1.4457563228520216,50.56114311672433,22,Jueves
1,1,220,1.0004958550187588,-106.98071558996357,7,Lunes
1,1,583,2.9789488944876714,18.106919791015912,9,Sabado
1,1,378,1.3164133672708578,79.29894458924431,22,Miercoles
2,1,282,1.131323261677781,-61.90204142617946,6,Miercoles
2,1,242,0.8375842721414302,-165.41558682087316,3,Lunes
2,2,305,1.26870644867866,144.43063532769784,2,Domingo
1,2,724,5.1568454150274885,18.49523120356136,0,Viernes
1,1,972,3.648801260098825,49.62596119759876,12,Domingo
2,1,878,5.257223802756414,29.095130115348148,1,Sabado
1,1,770,5.760631970441732,32.076906450440724,14,Domingo
1,1,368,2.019375745702557,44.966090983546174,5,Jueves
2,1,581,1.9712832958450444,-104.49769911213332,12,Sabado
1,1,126,0.6538835778570219,-168.9568210181947,8,Domingo
1,1,873,1.055892659649109,152.44714390336947,12,Viernes
1,1,613,1.9149816137046767,-117.3273958390002,22,Martes
2,2,426,1.4960695777733484,170.0527283617195,2,Viernes
2,1,162,0.8837228342872927,-115.89601420264178,0,Domingo
1,1,959,1.5200572123614031,-37.523471178134656,16,Miercoles
1,1,238,0.9541362718755824,-151.7768123006308,18,Viernes
2,1,271,1.4107327399045972,123.27574699467459,4,Jueves
1,1,28,0.0,0.0,18,Martes
2,1,510,1.6129807530092637,-119.93691358263528,14,Jueves
2,1,205,0.6587268674312926,-94.42921948021223,19,Sabado
2,1,469,2.0056401276916844,33.77760645476358,18,Viernes
1,1,392,1.7980843001664086,-65.84801665369952,4,Miercoles
1,1,621,2.5103910368407587,13.529548375232975,23,Sabado
2,2,885,3.4809277805267937,-173.90620620484273,10,Domingo
1,4,695,2.2443278529360304,-156.247792511234,19,Jueves
2,6,658,0.8498463268653753,-173.09559815919258,13,Miercoles
1,1,443,0.9300980354507072,83.08133225534608,9,Miercoles
1,1,786,2.2731293053482453,-161.32904316292925,0,Domingo
1,1,150,0.9273421185206114,44.84510936008178,15,Miercoles
1,2,202,0.6050804100313161,128.44637452548406,23,Sabado
2,1,656,1.6394451505578882,100.51871536641674,15,Lunes
1,1,272,1.172170357485084,169.82989252517402,8,Martes
2,5,423,1.1827891466869658,35.853756673508016,23,Martes
2,2,249,0.9973012395992414,37.94755090095686,22,Viernes
1,1,322,1.404113074408305,-77.48516244184634,17,Miercoles
1,1,864,1.898414028464148,99.36713741852243,12,Martes
2,3,238,1.326743125820685,-151.42920634054278,14,Sabado
2,5,215,0.0,0.0,18,Miercoles
2,1,974,5.9487527228759225,135.63080950073493,0,Martes
2,5,207,0.8241607393563942,-150.3146123557211,14,Viernes
2,1,626,1.4769649477126887,-16.81874993477598,8,Jueves
1,2,341,0.8201041171460763,71.41821792507456,18,Sabado
2,5,237,0.8448142762060679,-177.0357502951819,18,Miercoles
2,1,596,3.214240058698372,13.21100123331426,6,Viernes
2,1,795,1.6288839072280124,-56.09133637895588,17,Viernes
1,1,108,0.7030631902241369,18.371378097483095,22,Viernes
1,1,972,1.969520559549044,-172.1789830306721,19,Viernes
2,2,522,1.2194118100268658,-165.24496214044962,15,Lunes
2,5,596,1.82206177515424,-36.8753097018885,18,Lunes
2,1,605,1.6479722285590024,7.486256341103139,16,Martes
2,4,724,2.4348145075280176,-131.11393616369878,18,Lunes
2,2,723,3.193458840374652,-172.14358015022626,18,Lunes
2,1,660,1.6281242021873163,-127.520807602048,10,Miercoles
1,2,240,0.9435725719919448,-56.58270116128146,15,Martes
1,1,490,2.3077002188978804,18.73795950943329,17,Jueves
2,1,910,7.626118545582884,20.509237079662615,19,Domingo
2,1,614,2.108865991114327,-99.88284690981028,16,Sabado
2,1,859,1.8129761686073629,48.37148407303418,14,Sabado
2,5,815,2.539612315365212,156.02986894368686,14,Sabado
2,1,386,2.1437702421424403,-158.67373286636771,3,Sabado
2,2,577,1.7140142986864817,-14.102873805242071,0,Viernes
2,2,560,1.7205860414193006,60.078278619659656,21,Miercoles
2,1,589,2.883146969431348,25.65009937309201,12,Sabado
2,1,657,5.612222418835639,116.5696280781072,3,Viernes
2,5,344,1.1182995089065186,-71.73738525959695,14,Sabado
2,3,500,0.0,0.0,10,Martes
1,1,911,3.7406969845962452,147.0155852701104,22,Domingo
1,1,700,2.8281916232085766,-148.31398979232466,12,Jueves
1,1,848,3.4437534797434997,-164.45855681314876,14,Martes
2,5,372,1.4668537736632672,-159.96984508342442,13,Sabado
2,2,822,4.111915774273654,94.64081822533905,19,Jueves
2,2,800,2.116062906353347,11.867325879190734,17,Viernes
1,1,349,1.4763222252258,-9.370873360026682,7,Jueves
2,1,552,3.26714909802477,49.53225658704303,20,Viernes
2,3,727,1.5828352160133536,-138.6636516624954,18,Jueves
1,1,329,1.2998420850997852,-161.49583123021432,6,Martes
2,1,584,0.6766010959050679,-2.9395380486098373,15,Viernes
1,1,381,2.5946482248853733,18.28395870701242,1,Lunes
2,1,655,2.602153192046549,25.343821480065927,10,Jueves
2,1,443,1.6443049889621617,64.16411654996563,11,Domingo
1,1,662,3.280083810324209,-4.863586394883933,22,Lunes
2,1,452,2.4045020695778208,29.613146688955588,0,Sabado
1,1,290,0.5751234421034258,101.78621637797345,16,Martes
2,6,418,1.2464148762701242,56.46876252928108,15,Sabado
1,1,694,1.695544520134308,0.6733506369492522,10,Viernes
1,1,590,1.5801339007709845,46.24600314730075,19,Martes
2,5,326,1.397763981595811,5.514432605310131,10,Lunes
2,6,671,5.036740785199629,29.83904668239525,5,Miercoles
2,3,414,1.0937268054254767,-69.85152283781785,19,Martes
2,6,205,1.0724356481880306,96.53670929955601,22,Jueves
1,1,870,6.0336817784659225,39.275658919066366,6,Viernes
2,1,630,2.0057123981787397,10.782209600154667,18,Sabado
2,1,619,2.3541559120380704,-143.03917427517368,1,Sabado
2,5,431,1.03634396280331,-83.06100840332188,18,Jueves
1,1,573,1.7670267069640355,-138.1438382801989,9,Lunes
2,5,525,1.3001281444536037,-167.46264128413299,21,Viernes
2,2,400,0.7934000224502985,-11.637551310031686,10,Martes
2,1,958,1.987527774881801,148.9161016278669,19,Miercoles
1,1,493,3.2112742520175925,37.49476534278283,22,Miercoles
1,1,431,1.619394613820874,25.317056746217126,19,Martes
1,1,223,1.0516950149544857,1.0155843022873166,22,Jueves
1,1,333,2.146561000297439,-172.74034068373038,2,Domingo
1,1,982,5.41853950509115,95.01800738992195,19,Viernes
2,1,818,3.7610781907715554,-137.49688870522306,22,Jueves
1,1,487,1.0371911131565057,-4.6922550006174175,20,Martes
2,2,619,1.5572075489652324,31.828750973176327,6,Jueves
2,3,291,2.1434847168585898,-52.59703401955112,4,Sabado
1,1,233,0.7108983727338385,-37.98002600240961,7,Miercoles
1,1,401,1.1403655275655298,-51.919777757560794,22,Lunes
1,1,134,0.7060371864441106,30.032694303227924,10,Jueves
1,1,957,5.177880337293104,24.148237723900948,18,Sabado
2,1,877,8.636114688840816,-172.04298829978413,2,Sabado
2,1,431,2.3311041044909047,-146.82290471472368,19,Sabado
2,1,657,1.9511744957032242,-160.12460264825182,19,Martes
1,1,174,1.2643833653329977,-150.83658371376092,19,Lunes
2,1,533,2.8279448371744658,29.11900862732542,22,Miercoles
2,2,347,0.7567635017150501,-140.31457554613448,13,Domingo
2,1,959,2.907259644969967,173.2197380213557,20,Sabado
2,1,472,1.9589169744164807,84.89903571157468,19,Domingo
2,4,335,0.0,0.0,20,Jueves
2,1,365,0.6308632762253483,72.42620248042296,8,Miercoles
2,2,966,1.5799890787310775,96.8398191642589,16,Martes
1,1,744,3.099841062974735,38.69662672105802,12,Viernes
2,2,148,1.876852228247038,28.53754934960332,23,Viernes
2,5,839,1.7745211592735133,-151.91576089056588,14,Lunes
1,3,889,3.202636298360425,-113.268136418399,4,Domingo
1,1,284,1.265889262238217,47.42347942076208,19,Jueves
1,2,728,1.8996239054739985,59.04657751356722,14,Viernes
2,3,548,0.80109589054163,-93.57908872209684,8,Miercoles
1,1,832,2.411194893987482,-150.83538146805216,19,Miercoles
2,2,238,0.8285450378076523,54.00199084378556,0,Viernes
1,1,900,7.088336747683746,40.30269242111043,20,Miercoles
2,5,535,1.6971777710810751,179.54430634751168,14,Domingo
2,2,509,1.544235290598565,118.97713651822285,6,Domingo
2,1,638,4.7706128457070776,10.893735164942973,17,Viernes
2,1,522,1.5543236582135318,-145.72132438940227,13,Martes
2,5,116,0.4791801604758528,26.6109793207318,20,Miercoles
1,1,494,2.0348699989147674,-129.19394447092188,20,Viernes
2,1,816,0.9386828412108632,-165.24548577599236,14,Lunes
2,1,833,1.9367002569600424,-118.79924558942457,20,Lunes
2,1,625,1.7018796345116562,90.66460360454195,19,Domingo
2,5,731,3.1580018174554265,-135.29210984047103,8,Sabado
2,5,470,0.8128468338915116,-4.2623630768084055,17,Lunes
2,5,430,1.217409814942762,-129.896325151877,23,Jueves
2,6,306,1.336416309825421,-151.2763592355091,20,Sabado
1,1,247,0.6097840887877667,-133.57732434820738,20,Jueves
1,1,192,0.95358904155429,118.18682972490588,19,Viernes
1,1,61,0.01026102047137232,-172.80402017036045,8,Lunes
1,1,354,1.55665911738233,39.588047431483524,21,Jueves
1,1,998,3.659948804388496,101.769361967083,21,Jueves
1,1,945,2.1364628887712107,125.90157327507437,16,Viernes
1,1,401,1.0005709392474766,-25.276022801990706,22,Sabado
2,2,150,0.0,0.0,21,Jueves
1,1,152,0.6366151999365216,123.29835941699058,8,Jueves
2,1,760,2.5702139301461187,-86.59343792756462,15,Domingo
1,1,468,2.9215136496489778,35.668323485626175,6,Jueves
2,1,448,1.757645551897748,-34.150828691476825,13,Jueves
2,5,473,2.238340457923043,17.37767241312751,22,Sabado
2,1,722,3.1907665527955333,-161.05542335331882,19,Sabado
2,1,691,1.7096382913074657,-68.71038546420202,15,Jueves
2,6,209,0.7842030785041451,-169.70297947039714,23,Sabado
2,1,521,2.2985434892268803,-23.53399107538389,14,Domingo
2,1,465,0.8525512487602853,-27.671269823560845,9,Jueves
1,1,47,0.02928562956065813,-166.03237905092288,8,Domingo
1,1,581,2.9646560506183155,14.2530549009592,0,Viernes
2,1,696,1.32003906251127,-58.1933663885553,15,Domingo
2,1,856,1.9784240713679653,122.56557899634704,23,Sabado
2,1,762,1.470081076382307,69.68390351143084,17,Domingo
1,1,220,0.5675221328021663,-42.20838242843083,14,Sabado
2,1,714,3.331681000402201,43.02770804751058,21,Domingo
2,6,865,0.5520109217497103,-84.39751617193538,17,Jueves
1,1,632,1.6452253365971363,168.891978802442,18,Viernes
1,1,872,3.3082172000930425,-167.02039699477803,8,Jueves
2,1,922,3.7456814130587888,-50.344845607092076,10,Viernes
2,3,314,0.9214074351677788,-17.295758462047814,17,Sabado
1,1,987,3.463475886941928,129.8479441726959,23,Martes
1,1,971,5.484020685381492,175.6817096320036,1,Miercoles
2,1,369,1.7644964590676202,-74.61724261598692,14,Domingo
1,1,861,3.6646527653993775,14.451238231615019,15,Sabado
2,5,552,0.915218785156436,126.88078315714674,19,Viernes
2,1,461,2.223294283443709,-172.04243943559692,23,Martes
2,2,475,1.363138789875742,-53.83956408846292,17,Jueves
2,1,123,0.4497428799975233,175.49415725407025,11,Jueves
1,1,689,3.7671484025032327,11.129862959580851,21,Sabado
2,1,400,2.05213771743242,97.27143183549784,21,Miercoles
2,1,740,1.0924615414784355,67.51054361842901,23,Viernes
1,1,502,3.2624695442151044,21.941049254838028,4,Domingo
1,1,589,2.59924002901774,36.56996991340693,3,Jueves
2,1,278,1.5604647258390012,-140.45527413302275,22,Miercoles
2,2,741,3.1738181234498484,53.334340284869874,1,Miercoles
2,2,459,2.4536202672482337,-145.738144201567,11,Domingo
1,1,591,2.6652349461475584,28.435885531530445,2,Sabado
1,1,658,4.45961542121565,25.72493559077394,13,Jueves
2,1,591,1.9080698238230729,159.77418613302495,20,Sabado
2,6,159,0.5030073013517146,47.573726674209176,19,Jueves
2,1,857,3.4250591426919086,29.15756543354372,10,Lunes
1,1,696,0.9774664200980696,-19.589228704740368,13,Miercoles
2,1,493,0.9647020981675144,133.54849355326877,11,Sabado
2,6,626,4.097247328386504,22.61849990054585,10,Sabado
2,3,835,1.3739243683040716,-112.50405936439951,12,Lunes
1,1,541,1.0217840800648643,168.31981756620547,14,Sabado
2,1,636,3.513301364896335,26.314272457141023,5,Sabado
2,6,552,2.1625882026576217,-151.13281430417297,12,Martes
1,1,435,1.2526938226065902,177.76422465265819,1,Sabado
1,3,819,2.404026820543462,-171.899093835484,13,Sabado
1,1,394,1.4497705021238454,90.32965642858723,6,Miercoles
2,2,467,3.0838165616425086,27.676578980103606,0,Miercoles
1,1,569,2.4235543021150754,-13.13682516040284,22,Jueves
1,1,377,1.2828024325008047,-152.76462555685683,22,Jueves
1,1,629,0.6458817871852858,137.9662769063887,10,Viernes
2,6,828,1.0093688087738943,-84.52211242995818,15,Miercoles
2,1,356,1.9451677206397668,16.538456115161093,10,Jueves
2,1,343,0.6395661078732326,29.753370096482755,18,Sabado
2,1,646,1.9404565106729688,125.85596579045973,18,Miercoles
2,5,413,1.4986532605460785,32.46026940467677,18,Miercoles
2,1,855,2.2356321029461133,-66.09583241430964,0,Viernes
1,2,177,0.5625336971093936,76.0349568727536,1,Domingo
1,3,754,1.8388906573977728,-170.35871689025782,21,Viernes
1,1,786,4.769979218120271,103.92174272601022,1,Lunes
2,3,488,2.6816163865825926,-61.4142934072291,6,Lunes
2,1,283,0.9399467283314764,122.14125094862908,18,Martes
2,1,967,4.627789922970896,-144.0569542768007,7,Lunes
1,1,783,2.2071097491438074,-158.7615902827485,14,Jueves
1,1,680,3.9033731666090445,20.96085639998465,21,Martes
2,2,617,6.348750189225584,32.9347711145327,22,Lunes
1,1,520,0.5949382977416321,141.91596819866942,10,Miercoles
1,1,634,1.4331766587450796,-74.00007164767874,18,Sabado
2,1,570,1.5184075803241637,-13.954917459461107,13,Viernes
1,2,494,1.50533143670062,-84.02593875951862,0,Jueves
1,1,267,1.0913330117055215,-154.43593042519862,6,Martes
2,1,90,0.6114130905033064,-129.40272568229352,16,Martes
1,1,536,2.502796471511381,26.19948104021093,16,Miercoles
1,1,791,1.956790188173145,139.91998542810722,9,Lunes
1,1,199,0.4801028752373566,48.902012100581295,9,Miercoles
1,1,736,2.689004442479321,26.501932426017127,16,Miercoles
1,1,683,3.19739958032341,47.907459970568866,19,Jueves
2,1,334,0.7631832335807031,-170.9859955985684,13,Sabado
2,1,379,0.7527846412462023,-129.9237506382178,11,Miercoles
1,1,186,0.4373179154109472,-125.17869870678228,14,Miercoles
1,1,464,2.6567006047051027,-150.8644071833454,19,Lunes
1,1,262,0.8103416532375256,-63.61153834338628,10,Viernes
1,1,555,3.7982730174218653,-91.84118288059048,20,Miercoles
2,1,486,1.4683253195450954,115.28857709408848,20,Domingo
1,1,464,1.6181100135752893,-1.1153218142879402,11,Jueves
1,1,283,1.22062617906524,-107.4886993782685,6,Viernes
1,1,600,2.9216867658203665,-11.187030639298566,6,Miercoles
1,1,472,1.6691980694976891,91.5516431047266,21,Jueves
2,1,752,2.1052097522414743,-24.334686019463234,14,Jueves
2,1,346,1.255543198775598,-116.84811257559065,7,Jueves
1,1,690,2.066612925643046,-64.69432552892596,18,Jueves
2,2,579,1.800438767109236,-130.94671306396842,7,Martes
2,1,262,1.0794765020304014,54.380977206755006,21,Viernes
2,1,31,0.0012725249464975439,0.0,22,Miercoles
2,5,824,3.785360192930455,3.5417672226768397,0,Jueves
2,5,988,3.9038043409639247,35.99761626306467,7,Viernes
2,1,848,3.7358946160142272,14.853136029220636,8,Miercoles
1,1,512,2.3334161411475143,17.30451452820414,1,Sabado
1,2,374,1.8291465156963864,-135.95741050968869,19,Viernes
1,1,253,0.8945915515241618,110.42156747742833,9,Martes
2,5,467,1.1023222161152937,39.57536833317369,16,Martes
2,1,825,1.7624971939525158,-109.55198195570713,14,Viernes
1,1,169,0.4594491913142587,-173.4084462630515,0,Viernes
1,2,1000,2.4083584089251677,-144.99572726675802,16,Viernes
1,1,907,1.3614870688072065,-141.69903192037012,16,Miercoles
2,1,544,1.5700107117765054,-14.648058683582239,14,Jueves
2,1,870,1.6770972634236705,138.60055087259522,8,Viernes
2,2,686,1.4036086137586752,95.99654090624105,17,Miercoles
2,1,681,2.434082511861693,158.08875281429312,13,Viernes
2,1,934,2.2080281688783643,-61.678092152185926,12,Sabado
2,1,391,1.1912893063939545,-132.1272877390573,18,Miercoles
2,1,120,0.3168687689991533,-24.82348237431497,3,Miercoles
1,2,419,1.4738647367698243,-24.529737045170805,22,Viernes
2,1,370,1.7518046773988871,28.30534032092631,14,Lunes
2,1,98,0.6921656245772108,53.0873759403951,22,Jueves
1,1,772,3.694896650175687,61.58037791807482,0,Domingo
2,6,262,0.18778364917323906,69.64266707778098,14,Martes
1,2,151,0.596826650671742,179.62990040089454,20,Jueves
1,2,767,2.2002414480072874,14.359882956131857,21,Viernes
1,1,215,1.6373044868923556,27.20113274983698,20,Viernes
1,2,356,1.4409546590488342,0.3832562241417742,8,Viernes
1,1,646,2.732827501714739,-142.87024023126878,19,Domingo
1,1,749,1.8648332498211493,72.32928169244217,16,Sabado
1,2,627,3.694772181059215,49.860086536171245,22,Sabado
1,1,195,0.7101598020133432,-8.688389969743994,11,Miercoles
1,1,746,5.10610139092424,-146.60063406456774,11,Domingo
2,1,212,1.2122212433448514,48.80777110969862,16,Domingo
2,1,611,3.109453247177964,80.85165187208287,19,Lunes
2,3,388,1.6520184248571832,4.03636288468621,21,Miercoles
2,1,303,1.5930815157092095,-172.09094350186803,21,Miercoles
1,1,551,1.9629204682964525,5.539803586061192,13,Miercoles
1,1,795,1.836411721168151,-173.2083213883375,12,Jueves
2,3,509,1.2512308079289065,54.80457860958458,10,Viernes
1,1,633,1.0971078052140846,-56.1119609286225,17,Martes
1,1,359,1.2278341888797248,27.863239544644905,17,Martes
1,1,376,1.1712620772335305,40.74201959641921,14,Domingo
2,1,546,1.3053891046830821,-150.36542650604434,1,Domingo
2,1,211,0.42567966459302137,-95.02902322403624,18,Domingo
1,1,553,4.236587625047922,84.27782787023537,2,Jueves
2,2,552,2.2936812668197524,-150.40201349185946,16,Domingo
2,6,496,2.5609643840401355,24.653470897268747,18,Jueves
2,1,320,0.8221512485967271,27.256615027694977,14,Viernes
2,1,254,0.6217575964317635,10.119436654905842,8,Martes
2,1,699,2.865208802868489,-56.40133126412356,23,Sabado
2,1,565,1.6397994587255416,-60.19841329348832,18,Jueves
1,1,554,3.7424956825031264,-135.55466020355115,3,Sabado
2,5,554,1.4540753918391651,-179.87335521305198,18,Miercoles
1,1,395,2.6139170541937595,21.43440930310021,21,Martes
1,1,238,1.1020008045981322,3.1741595806354517,7,Viernes
2,6,552,1.6992671627640463,-41.632619752704784,19,Viernes
2,1,180,0.6847016506769305,2.2058221326087644,14,Sabado
2,1,690,2.683133337611653,45.29703393287416,0,Viernes
2,1,772,5.748026234117446,-89.41536400727999,10,Domingo
2,2,336,1.0625801435102993,116.93808512424968,6,Jueves
1,1,449,1.973061209451356,75.65346109663173,18,Lunes
1,1,590,2.037790724662328,-115.86039792174007,20,Domingo
1,1,350,1.1028709780578834,-131.03246784102538,22,Domingo
1,1,379,2.8534438347992235,28.40252174933528,19,Miercoles
1,1,297,1.2423153406925609,153.71501305449758,4,Viernes
1,1,511,2.333256880038145,20.6257286405975,7,Miercoles
1,1,598,1.4686342614986656,132.06814472024007,9,Lunes
2,5,614,1.9822224289216304,20.1153381530235,17,Lunes
2,2,185,0.9760681950869821,30.678767404199647,8,Jueves
2,1,329,0.8957548788917064,-37.51438160846432,8,Lunes
2,1,299,1.790599628720501,43.33872145850337,1,Martes
2,1,491,1.96775744508318,-146.71090472563782,23,Sabado
1,1,590,2.5625635757395493,0.5601507328897968,23,Viernes
2,5,925,2.9442317900746806,-125.63579799332378,7,Miercoles
1,1,222,0.9192280529495346,15.820289242622659,21,Sabado
2,5,385,1.82894405567178,36.6973305175861,20,Martes
2,2,445,0.17020495501160993,17.35180011648863,8,Martes
1,1,820,2.009218215398112,129.52606255399195,18,Miercoles
1,2,856,2.026579759810626,-6.1716224808476365,19,Miercoles
2,1,603,2.1417339924304475,-70.42534449406558,19,Sabado
2,5,574,5.109711539469808,-153.72038770392336,4,Viernes
1,1,860,5.326850647943921,6.594397022072339,22,Martes
2,1,569,2.1473852975159606,28.30596868963428,8,Lunes
2,1,390,1.4332554599122589,18.83273925815261,23,Domingo
2,1,665,2.3095394698010803,-138.33708948089952,18,Lunes
